customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
372,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,530.46,No
373,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,87.82,593.71,Yes
374,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.19,,Yes
375,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.67,1285.11,No
376,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),76.48,223.26,No
377,Female,0,No,No,0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),70.06,,No
378,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),79.34,388.42,No
379,Female,0,No,No,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),41.82,216.44,No
380,Male,0,No,No,10,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),82.62,822.77,No
381,Female,0,Yes,No,50,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,67.05,3192.92,No
382,Female,0,No,No,42,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.4,2913.22,No
383,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.72,870.89,Yes
384,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.43,707.03,No
385,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),74.47,1202.02,Yes
386,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,75.51,368.36,No
387,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),87.28,87.84,No
388,Male,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),34.61,1856.15,No
389,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,95.98,395.43,Yes
390,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,41.13,171.52,No
391,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,83.59,1040.64,No
392,Male,1,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.26,335.98,Yes
393,Female,1,No,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),93.32,,No
394,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,98.01,288.91,No
395,Male,0,Yes,No,9,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),97.39,835.76,No
396,Female,0,Yes,No,23,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),60.41,1410.47,No
397,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.16,141.29,Yes
398,Female,1,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.16,200.78,No
399,Female,0,No,No,16,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,63.25,1053.25,No
400,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,109.52,4552.95,Yes
401,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.09,206.96,Yes
402,Female,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.54,66.13,No
403,Male,0,No,No,13,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),78.43,991.39,No
404,Male,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),71.63,1843.75,No
405,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,54.17,108.37,No
406,Female,1,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.14,271.4,Yes
407,Female,1,No,No,0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,65.89,,No
408,Female,0,No,Yes,0,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.88,,No
409,Female,0,No,No,13,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),46.31,582.79,No
410,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.86,587.35,Yes
411,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),112.54,4040.91,Yes
412,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.03,532.34,No
413,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,87.47,1033.82,Yes
414,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,78.35,784.43,No
415,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,62.13,842.73,No
416,Male,0,Yes,No,0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),71.84,,No
417,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),99.89,4191.82,No
418,Female,1,No,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),75.9,5464.94,No
419,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,74.75,309.6,No
420,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.74,148.78,No
421,Female,1,Yes,Yes,3,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.95,202.23,Yes
422,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),68.04,1414.22,No
423,Female,1,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.84,466.91,Yes
424,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.84,1147.23,No
425,Female,0,Yes,Yes,27,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.55,2255.36,Yes
426,Male,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),65.17,686.15,No
427,Male,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.55,398.8,No
428,Female,0,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.59,1423.49,No
429,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.73,351.75,No
430,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,209.98,No
431,Male,0,Yes,No,20,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),66.04,1280.62,Yes
432,Female,1,No,No,16,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),64.93,1000.51,No
433,Male,1,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.46,781.71,No
434,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,78.5,1362.72,No
435,Female,0,No,No,25,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,76.33,1851.84,Yes
436,Female,0,Yes,No,20,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.39,1528.02,Yes
437,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),64.38,940.35,No
438,Female,1,Yes,No,22,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),71.55,1614.35,No
439,Male,0,Yes,No,11,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,97.33,1101.65,Yes
440,Male,0,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.46,122.27,No
441,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,67.61,,No
442,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,82.76,1368.69,Yes
443,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,70.59,1189.01,No
444,Female,1,No,No,71,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.04,7073.01,No
445,Female,0,No,No,8,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),67.74,546.03,No
446,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.86,277.25,Yes
447,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.51,84.33,No
448,Female,1,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),86.23,89.59,No
449,Male,1,No,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.21,3151.48,Yes
450,Female,0,No,No,5,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),72.31,352.08,No
451,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),69.51,1241.65,No
452,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),81.58,1785.27,Yes
453,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,76.93,958.18,Yes
454,Female,1,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.04,1189.1,Yes
455,Male,0,Yes,No,11,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),88.37,1007.21,No
456,Male,0,No,Yes,6,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),75.53,445.45,No
457,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.69,3538.76,No
458,Female,0,Yes,No,39,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,61.0,2269.36,Yes
459,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,60.08,177.12,No
460,Male,0,No,No,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,68.17,,Yes
461,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),69.48,72.18,No
462,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,75.21,429.85,No
463,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,60.05,4223.61,No
464,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),88.57,1350.71,No
465,Female,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,89.76,797.41,Yes
466,Male,0,No,Yes,43,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),55.39,2303.8,No
467,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.91,303.22,No
468,Male,0,No,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.53,599.52,No
469,Male,0,Yes,No,56,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),70.57,3926.65,No
470,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.0,2748.39,No
471,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,63.48,2369.74,No
472,Female,1,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,66.54,898.22,No
473,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.14,2485.07,No
474,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),93.81,282.73,No
475,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.42,1695.44,Yes
476,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,1319.21,No
477,Male,0,Yes,Yes,6,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),82.48,494.46,No
478,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,573.18,No
479,Male,0,No,Yes,13,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),51.85,704.26,No
480,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.84,,Yes
481,Female,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.14,865.35,No
482,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),82.72,244.06,No
483,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.02,1735.49,No
484,Female,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.14,60.94,No
485,Male,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,41.69,2493.05,No
486,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),107.75,663.3,No
487,Male,0,No,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),62.57,312.36,No
488,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,36.14,No
489,Male,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,81.21,4502.72,No
490,Male,1,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.11,799.05,No
491,Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.63,712.17,No
492,Male,0,Yes,Yes,13,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.51,779.34,Yes
493,Male,0,No,No,12,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,65.01,761.81,No
494,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,36.6,No
495,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.7,405.5,No
496,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),96.47,484.51,No
497,Male,1,No,No,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,72.93,5244.43,No
498,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.64,2807.08,No
499,Male,1,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.86,887.61,Yes
500,Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,56.33,175.48,No
501,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),75.77,2160.63,No
502,Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.72,185.13,No
503,Male,1,Yes,No,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,43.93,175.92,No
504,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,59.98,244.74,Yes
505,Male,1,Yes,Yes,16,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,63.2,1047.16,Yes
506,Male,0,No,Yes,30,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),53.5,1599.72,No
507,Female,0,No,No,7,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),92.17,666.8,Yes
508,Male,1,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.52,74.05,Yes
509,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.65,784.13,Yes
510,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,71.78,1968.58,Yes
511,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,93.33,No
512,Female,1,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.66,302.05,No
513,Male,1,Yes,No,58,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,5580.38,Yes
514,Female,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.23,6863.48,Yes
515,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.68,1747.0,No
516,Male,1,Yes,No,32,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),59.04,1979.97,No
517,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.14,357.99,No
518,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.43,427.92,Yes
519,Female,1,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,88.3,708.66,No
520,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,69.76,493.62,No
521,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.87,5757.95,No
522,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,50.67,1643.78,No
523,Female,1,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,94.91,2389.76,No
524,Male,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,94.41,394.17,No
525,Female,1,Yes,No,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.46,3854.45,No
526,Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,634.58,No
527,Male,1,No,Yes,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),69.37,212.63,Yes
528,Female,1,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.04,1353.99,No
529,Female,0,No,Yes,6,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),97.09,606.13,Yes
530,Female,1,No,No,1,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),34.83,33.1,No
531,Male,0,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,81.5,1625.98,No
532,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.72,454.85,No
533,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.23,69.78,Yes
534,Male,0,No,Yes,7,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,72.37,530.63,No
535,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.37,4575.83,No
536,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),93.69,2055.55,No
537,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.0,2411.32,Yes
538,Male,0,Yes,Yes,4,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,56.18,225.22,No
539,Male,0,No,No,1,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,65.48,64.69,No
540,Female,0,Yes,No,6,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,73.64,421.72,No
541,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,52.07,256.06,No
542,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,76.21,376.91,No
543,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),95.34,400.04,Yes
544,Female,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),49.09,810.15,No
545,Male,1,Yes,Yes,7,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.31,431.09,No
546,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.43,2511.31,No
547,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,74.1,No
548,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.63,423.47,Yes
549,Female,1,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.06,,No
550,Male,0,No,Yes,13,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.81,813.94,Yes
551,Male,1,Yes,No,1,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,55.04,54.98,Yes
552,Female,0,Yes,Yes,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.59,4007.67,No
553,Male,1,Yes,No,31,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),45.37,1351.68,No
554,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),83.64,1080.92,No
555,Male,1,No,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),92.9,95.77,Yes
556,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.34,550.07,No
557,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,514.22,No
